userid,courseid,quizid,attemptid,raw_timefinish,local_timefinish
167,74,63,926,1761548591,2025-10-27 14:03:11
167,74,71,1165,1762151436,2025-11-03 13:30:36
167,74,72,1182,1762153605,2025-11-03 14:06:45
167,74,74,,,
167,74,78,1274,1762755717,2025-11-10 13:21:57
168,74,61,868,1761546671,2025-10-27 13:31:11
168,74,62,900,1761547832,2025-10-27 13:50:32
168,74,63,941,1761548833,2025-10-27 14:07:13
168,74,71,1168,1762151362,2025-11-03 13:29:22
168,74,72,1191,1762153529,2025-11-03 14:05:29
168,74,74,,,
168,74,78,,,
169,74,61,888,1761546836,2025-10-27 13:33:56
169,74,62,908,1761547843,2025-10-27 13:50:43
169,74,62,920,1761547981,2025-10-27 13:53:01
169,74,63,932,1761548880,2025-10-27 14:08:00
169,74,71,1172,1762151325,2025-11-03 13:28:45
169,74,72,1196,1762153630,2025-11-03 14:07:10
169,74,74,1292,1762757582,2025-11-10 13:53:02
169,74,78,1301,1762759718,2025-11-10 14:28:38
170,74,61,867,1761546666,2025-10-27 13:31:06
170,74,62,894,1761547892,2025-10-27 13:51:32
170,74,63,924,1761548571,2025-10-27 14:02:51
170,74,71,1163,1762151353,2025-11-03 13:29:13
170,74,72,1181,1762153496,2025-11-03 14:04:56
170,74,74,1288,1762757361,2025-11-10 13:49:21
170,74,78,1298,1762759721,2025-11-10 14:28:41
171,74,61,,,
171,74,62,,,
171,74,63,,,
171,74,71,,,
171,74,72,,,
171,74,74,,,
171,74,78,,,
172,74,61,,,
172,74,62,,,
172,74,63,,,
172,74,71,,,
172,74,72,,,
172,74,74,,,
172,74,78,,,
173,74,61,879,1761546938,2025-10-27 13:35:38
173,74,62,907,1761547885,2025-10-27 13:51:25
173,74,63,929,1761548798,2025-10-27 14:06:38
173,74,71,1166,1762151521,2025-11-03 13:32:01
173,74,72,1190,1762153643,2025-11-03 14:07:23
173,74,74,1287,1762757595,2025-11-10 13:53:15
173,74,78,1305,1762759855,2025-11-10 14:30:55
174,74,61,884,1761547201,2025-10-27 13:40:01
174,74,62,919,1761547981,2025-10-27 13:53:01
174,74,63,946,1761548880,2025-10-27 14:08:00
174,74,71,,,
174,74,72,,,
174,74,74,1294,1762757592,2025-11-10 13:53:12
174,74,78,,,
175,74,61,870,1761546630,2025-10-27 13:30:30
175,74,62,905,1761547809,2025-10-27 13:50:09
175,74,63,925,1761548782,2025-10-27 14:06:22
175,74,71,1156,1762151321,2025-11-03 13:28:41
175,74,72,1179,1762153417,2025-11-03 14:03:37
175,74,74,1278,1762757543,2025-11-10 13:52:23
175,74,78,1303,1762759646,2025-11-10 14:27:26
176,74,61,869,1761546667,2025-10-27 13:31:07
176,74,62,893,1761547673,2025-10-27 13:47:53
176,74,63,936,1761548881,2025-10-27 14:08:01
176,74,71,1164,1762151461,2025-11-03 13:31:01
176,74,72,,,
176,74,74,1282,1762757421,2025-11-10 13:50:21
176,74,78,1310,1762759863,2025-11-10 14:31:03
177,74,61,862,1761546668,2025-10-27 13:31:08
177,74,62,903,1761547855,2025-10-27 13:50:55
177,74,63,930,1761548762,2025-10-27 14:06:02
177,74,71,1157,1762151268,2025-11-03 13:27:48
177,74,72,1178,1762153405,2025-11-03 14:03:25
177,74,74,1291,1762757323,2025-11-10 13:48:43
177,74,78,1297,1762759628,2025-11-10 14:27:08
178,74,61,,,
178,74,62,,,
178,74,63,,,
178,74,71,,,
178,74,72,1180,1762153801,2025-11-03 14:10:01
178,74,74,1283,1762757532,2025-11-10 13:52:12
178,74,78,1309,1762759864,2025-11-10 14:31:04
179,74,61,,,
179,74,62,,,
179,74,63,,,
179,74,71,,,
179,74,72,,,
179,74,74,,,
179,74,78,,,
180,74,61,889,1761546779,2025-10-27 13:32:59
180,74,62,906,1761547925,2025-10-27 13:52:05
180,74,63,947,1761548679,2025-10-27 14:04:39
180,74,71,,,
180,74,72,1186,1762153398,2025-11-03 14:03:18
180,74,74,1293,1762757453,2025-11-10 13:50:53
180,74,78,1312,1762759798,2025-11-10 14:29:58
181,74,61,865,1761546645,2025-10-27 13:30:45
181,74,62,901,1761547759,2025-10-27 13:49:19
181,74,63,942,1761548633,2025-10-27 14:03:53
181,74,71,1160,1762151213,2025-11-03 13:26:53
181,74,72,1194,1762153319,2025-11-03 14:01:59
181,74,74,,,
181,74,78,,,
182,74,61,882,1761546734,2025-10-27 13:32:14
182,74,62,897,1761547676,2025-10-27 13:47:56
182,74,63,935,1761548780,2025-10-27 14:06:20
182,74,71,1155,1762151175,2025-11-03 13:26:15
182,74,72,1199,1762153790,2025-11-03 14:09:50
182,74,74,1285,1762757545,2025-11-10 13:52:25
182,74,78,1306,1762759848,2025-11-10 14:30:48
183,74,61,,,
183,74,62,,,
183,74,63,,,
183,74,71,,,
183,74,72,,,
183,74,74,,,
183,74,78,,,
184,74,61,876,1761546662,2025-10-27 13:31:02
184,74,62,912,1761547719,2025-10-27 13:48:39
184,74,63,944,1761548479,2025-10-27 14:01:19
184,74,71,1174,1762151334,2025-11-03 13:28:54
184,74,72,1184,1762153325,2025-11-03 14:02:05
184,74,74,1277,1762757532,2025-11-10 13:52:12
184,74,78,1307,1762759676,2025-11-10 14:27:56
185,74,61,866,1761546622,2025-10-27 13:30:22
185,74,62,898,1761547551,2025-10-27 13:45:51
185,74,62,917,1761547865,2025-10-27 13:51:05
185,74,63,928,1761548588,2025-10-27 14:03:08
185,74,71,,,
185,74,72,1185,1762153475,2025-11-03 14:04:35
185,74,74,1279,1762757339,2025-11-10 13:48:59
185,74,78,1295,1762759630,2025-11-10 14:27:10
186,74,61,886,1761546811,2025-10-27 13:33:31
186,74,62,910,1761547981,2025-10-27 13:53:01
186,74,63,923,1761548543,2025-10-27 14:02:23
186,74,71,1167,1762151278,2025-11-03 13:27:58
186,74,72,1193,1762153444,2025-11-03 14:04:04
186,74,74,,,
186,74,78,1315,1762759879,2025-11-10 14:31:19
187,74,61,,,
187,74,62,,,
187,74,63,,,
187,74,71,,,
187,74,72,,,
187,74,74,,,
187,74,78,,,
188,74,61,874,1761546659,2025-10-27 13:30:59
188,74,62,899,1761547844,2025-10-27 13:50:44
188,74,63,948,1761548575,2025-10-27 14:02:55
188,74,71,1171,1762151318,2025-11-03 13:28:38
188,74,72,1201,1762153625,2025-11-03 14:07:05
188,74,74,,,
188,74,78,1313,1762759792,2025-11-10 14:29:52
189,74,61,,,
189,74,62,,,
189,74,63,,,
189,74,71,,,
189,74,72,,,
189,74,74,,,
189,74,78,,,
190,74,61,883,1761546750,2025-10-27 13:32:30
190,74,62,914,1761547951,2025-10-27 13:52:31
190,74,63,950,1761548772,2025-10-27 14:06:12
190,74,71,1177,1762151411,2025-11-03 13:30:11
190,74,72,1200,1762153581,2025-11-03 14:06:21
190,74,74,1280,1762757582,2025-11-10 13:53:02
190,74,78,1299,1762759670,2025-11-10 14:27:50
191,74,61,864,1761546673,2025-10-27 13:31:13
191,74,62,913,1761547981,2025-10-27 13:53:01
191,74,63,939,1761548499,2025-10-27 14:01:39
191,74,71,1159,1762151406,2025-11-03 13:30:06
191,74,72,1187,1762153618,2025-11-03 14:06:58
191,74,74,1281,1762757665,2025-11-10 13:54:25
191,74,78,1308,1762759813,2025-11-10 14:30:13
192,74,61,880,1761546739,2025-10-27 13:32:19
192,74,62,891,1761547652,2025-10-27 13:47:32
192,74,63,933,1761548860,2025-10-27 14:07:40
192,74,71,1161,1762151143,2025-11-03 13:25:43
192,74,72,1183,1762153655,2025-11-03 14:07:35
192,74,74,1276,1762757555,2025-11-10 13:52:35
192,74,78,1304,1762759724,2025-11-10 14:28:44
193,74,61,875,1761546655,2025-10-27 13:30:55
193,74,62,916,1761547890,2025-10-27 13:51:30
193,74,63,949,1761548669,2025-10-27 14:04:29
193,74,71,1176,1762151355,2025-11-03 13:29:15
193,74,72,1195,1762153790,2025-11-03 14:09:50
193,74,74,1289,1762757527,2025-11-10 13:52:07
193,74,78,1302,1762759835,2025-11-10 14:30:35
285,74,61,,,
285,74,62,,,
285,74,63,,,
285,74,71,,,
285,74,72,1189,1762153583,2025-11-03 14:06:23
285,74,74,,,
285,74,78,,,
58,87,41,,,
58,87,55,,,
1161,87,41,,,
1161,87,55,,,
1234,87,41,629,1760764364,2025-10-18 12:12:44
1234,87,55,675,1760933456,2025-10-20 11:10:56
1235,87,41,632,1760833147,2025-10-19 07:19:07
1235,87,55,663,1760933443,2025-10-20 11:10:43
1236,87,41,546,1760236840,2025-10-12 09:40:40
1236,87,55,677,1760933429,2025-10-20 11:10:29
1237,87,41,641,1760928338,2025-10-20 09:45:38
1237,87,55,681,1760933460,2025-10-20 11:11:00
1238,87,41,510,1759756086,2025-10-06 20:08:06
1238,87,55,666,1760933435,2025-10-20 11:10:35
1239,87,41,645,1760928492,2025-10-20 09:48:12
1239,87,55,671,1760933447,2025-10-20 11:10:47
1240,87,41,,,
1240,87,55,682,1760933465,2025-10-20 11:11:05
1241,87,41,637,1760923384,2025-10-20 08:23:04
1241,87,55,667,1760933437,2025-10-20 11:10:37
1242,87,41,,,
1242,87,55,673,1760933453,2025-10-20 11:10:53
1243,87,41,651,1760929642,2025-10-20 10:07:22
1243,87,55,680,1760933459,2025-10-20 11:10:59
1244,87,41,647,1760928725,2025-10-20 09:52:05
1244,87,41,1433,1763337231,2025-11-17 06:53:51
1244,87,55,676,1760933456,2025-10-20 11:10:56
1245,87,41,,,
1245,87,55,683,1760933331,2025-10-20 11:08:51
1246,87,41,643,1760928463,2025-10-20 09:47:43
1246,87,55,672,1760933432,2025-10-20 11:10:32
1247,87,41,644,1760928483,2025-10-20 09:48:03
1247,87,55,674,1760933454,2025-10-20 11:10:54
1248,87,41,648,1760928758,2025-10-20 09:52:38
1248,87,55,664,1760933434,2025-10-20 11:10:34
1249,87,41,649,1760928847,2025-10-20 09:54:07
1249,87,55,655,1760933423,2025-10-20 11:10:23
1250,87,41,547,1760273763,2025-10-12 19:56:03
1250,87,41,548,1763347242,2025-11-17 09:40:42
1250,87,55,654,1760933414,2025-10-20 11:10:14
1251,87,41,639,1760927765,2025-10-20 09:36:05
1251,87,55,657,1760933424,2025-10-20 11:10:24
1252,87,41,,,
1252,87,55,656,1760933424,2025-10-20 11:10:24
1253,87,41,1207,1762705548,2025-11-09 23:25:48
1253,87,55,668,1760933441,2025-10-20 11:10:41
1254,87,41,,,
1254,87,55,653,1760933413,2025-10-20 11:10:13
1255,87,41,,,
1255,87,55,669,1760933444,2025-10-20 11:10:44
1256,87,41,549,1760365678,2025-10-13 21:27:58
1256,87,55,678,1760933457,2025-10-20 11:10:57
1257,87,41,,,
1257,87,55,670,1760933449,2025-10-20 11:10:49
1258,87,41,,,
1258,87,55,679,1760933459,2025-10-20 11:10:59
1259,87,41,1068,1761899111,2025-10-31 15:25:11
1259,87,55,,,
1260,87,41,638,1760927643,2025-10-20 09:34:03
1260,87,41,646,1760928647,2025-10-20 09:50:47
1260,87,55,665,1760933436,2025-10-20 11:10:36
1261,87,41,,,
1261,87,55,662,1760933431,2025-10-20 11:10:31
1262,87,41,633,1760843189,2025-10-19 10:06:29
1262,87,55,658,1760933426,2025-10-20 11:10:26
1263,87,41,640,1760927902,2025-10-20 09:38:22
1263,87,55,659,1760933429,2025-10-20 11:10:29
1264,87,41,642,1760928389,2025-10-20 09:46:29
1264,87,55,661,1760933430,2025-10-20 11:10:30
1265,87,41,650,1760929136,2025-10-20 09:58:56
1265,87,55,660,1760933429,2025-10-20 11:10:29
4,94,45,,,
4,94,52,,,
4,94,65,1029,1761797161,2025-10-30 11:06:01
1266,94,45,539,1759979415,2025-10-09 10:10:15
1266,94,52,611,1760584029,2025-10-16 10:07:09
1266,94,65,1005,1761795168,2025-10-30 10:32:48
1267,94,45,543,1759979434,2025-10-09 10:10:34
1267,94,45,1508,1764174977,2025-11-26 23:36:17
1267,94,45,1513,1764178234,2025-11-27 00:30:34
1267,94,52,599,1760584140,2025-10-16 10:09:00
1267,94,52,1514,1764180193,2025-11-27 01:03:13
1267,94,65,1023,1761795098,2025-10-30 10:31:38
1268,94,45,538,1759979464,2025-10-09 10:11:04
1268,94,45,544,1759980474,2025-10-09 10:27:54
1268,94,52,606,1760584036,2025-10-16 10:07:16
1268,94,65,1006,1761795234,2025-10-30 10:33:54
1268,94,65,1494,1764131936,2025-11-26 11:38:56
1269,94,45,534,1759979459,2025-10-09 10:10:59
1269,94,52,613,1760584163,2025-10-16 10:09:23
1269,94,65,1013,1761795364,2025-10-30 10:36:04
1270,94,45,525,1759979295,2025-10-09 10:08:15
1270,94,52,598,1760584139,2025-10-16 10:08:59
1270,94,65,1004,1761795108,2025-10-30 10:31:48
1271,94,45,516,1759979322,2025-10-09 10:08:42
1271,94,45,1499,1764164253,2025-11-26 20:37:33
1271,94,52,618,1760584213,2025-10-16 10:10:13
1271,94,65,1015,1761795193,2025-10-30 10:33:13
1272,94,45,527,1759979233,2025-10-09 10:07:13
1272,94,52,610,1760583840,2025-10-16 10:04:00
1272,94,65,1019,1761795329,2025-10-30 10:35:29
1273,94,45,532,1759979409,2025-10-09 10:10:09
1273,94,45,1478,1763955351,2025-11-24 10:35:51
1273,94,45,1480,1763968998,2025-11-24 14:23:18
1273,94,45,1490,1764039308,2025-11-25 09:55:08
1273,94,52,609,1760584080,2025-10-16 10:08:00
1273,94,52,1491,1764040007,2025-11-25 10:06:47
1273,94,52,1630,1767785457,2026-01-07 18:30:57
1273,94,65,1021,1761795269,2025-10-30 10:34:29
1273,94,65,1506,1764174130,2025-11-26 23:22:10
1274,94,45,535,1759979477,2025-10-09 10:11:17
1274,94,45,1498,1764164097,2025-11-26 20:34:57
1274,94,52,620,1760584213,2025-10-16 10:10:13
1274,94,65,1027,1761795644,2025-10-30 10:40:44
1275,94,45,,,
1275,94,52,625,1760584028,2025-10-16 10:07:08
1275,94,65,1022,1761795281,2025-10-30 10:34:41
1276,94,45,542,1759979173,2025-10-09 10:06:13
1276,94,52,,,
1276,94,65,1016,1761795112,2025-10-30 10:31:52
1277,94,45,523,1759979413,2025-10-09 10:10:13
1277,94,52,,,
1277,94,65,1011,1761795487,2025-10-30 10:38:07
1278,94,45,517,1759979418,2025-10-09 10:10:18
1278,94,45,1511,1764177837,2025-11-27 00:23:57
1278,94,45,1679,1768149975,2026-01-11 23:46:15
1278,94,52,604,1760584060,2025-10-16 10:07:40
1278,94,52,1512,1764178740,2025-11-27 00:39:00
1278,94,52,1680,1768150028,2026-01-11 23:47:08
1278,94,65,1516,1764210001,2025-11-27 09:20:01
1279,94,45,520,1759979423,2025-10-09 10:10:23
1279,94,45,1509,1764176178,2025-11-26 23:56:18
1279,94,45,1510,1764176485,2025-11-27 00:01:25
1279,94,45,1517,1764210466,2025-11-27 09:27:46
1279,94,52,605,1760584163,2025-10-16 10:09:23
1279,94,52,1518,1764210893,2025-11-27 09:34:53
1279,94,65,1000,1761795508,2025-10-30 10:38:28
1280,94,45,515,1759979415,2025-10-09 10:10:15
1280,94,52,614,1760584093,2025-10-16 10:08:13
1280,94,65,1017,1761795350,2025-10-30 10:35:50
1281,94,45,514,1759979413,2025-10-09 10:10:13
1281,94,52,616,1760584048,2025-10-16 10:07:28
1281,94,65,1009,1761795435,2025-10-30 10:37:15
1282,94,45,521,1759979427,2025-10-09 10:10:27
1282,94,45,1319,1762790398,2025-11-10 22:59:58
1282,94,52,626,1760584273,2025-10-16 10:11:13
1282,94,52,1317,1762789437,2025-11-10 22:43:57
1282,94,52,1318,1762789870,2025-11-10 22:51:10
1282,94,65,1008,1761795470,2025-10-30 10:37:50
1283,94,45,536,1759979334,2025-10-09 10:08:54
1283,94,45,545,1759996787,2025-10-09 14:59:47
1283,94,45,1500,1764166698,2025-11-26 21:18:18
1283,94,45,1501,1764170454,2025-11-26 22:20:54
1283,94,45,1669,1767982087,2026-01-10 01:08:07
1283,94,52,607,1760584179,2025-10-16 10:09:39
1283,94,52,1502,1764171541,2025-11-26 22:39:01
1283,94,52,1507,1764173946,2025-11-26 23:19:06
1283,94,52,1670,1767985799,2026-01-10 02:09:59
1283,94,52,1671,1767986213,2026-01-10 02:16:53
1283,94,65,1001,1761795386,2025-10-30 10:36:26
1284,94,45,531,1759979412,2025-10-09 10:10:12
1284,94,52,612,1760584031,2025-10-16 10:07:11
1284,94,65,1026,1761795070,2025-10-30 10:31:10
1285,94,45,533,1759979268,2025-10-09 10:07:48
1285,94,52,622,1760584238,2025-10-16 10:10:38
1285,94,65,1025,1761795470,2025-10-30 10:37:50
1286,94,45,529,1759979449,2025-10-09 10:10:49
1286,94,52,608,1760584162,2025-10-16 10:09:22
1286,94,65,1012,1761795382,2025-10-30 10:36:22
1287,94,45,537,1759979323,2025-10-09 10:08:43
1287,94,52,624,1760584263,2025-10-16 10:11:03
1287,94,65,1010,1761795438,2025-10-30 10:37:18
1288,94,45,513,1759979409,2025-10-09 10:10:09
1288,94,52,602,1760584148,2025-10-16 10:09:08
1288,94,65,1007,1761795543,2025-10-30 10:39:03
1289,94,45,518,1759979408,2025-10-09 10:10:08
1289,94,45,1479,1763965961,2025-11-24 13:32:41
1289,94,52,601,1760584030,2025-10-16 10:07:10
1289,94,65,1002,1761795267,2025-10-30 10:34:27
1290,94,45,528,1759979445,2025-10-09 10:10:45
1290,94,45,1492,1764093101,2025-11-26 00:51:41
1290,94,45,1496,1764153629,2025-11-26 17:40:29
1290,94,45,1681,1768156853,2026-01-12 01:40:53
1290,94,52,615,1760584208,2025-10-16 10:10:08
1290,94,52,1497,1764156393,2025-11-26 18:26:33
1290,94,52,1503,1764172332,2025-11-26 22:52:12
1290,94,52,1682,1768177110,2026-01-12 07:18:30
1290,94,52,1683,1768178371,2026-01-12 07:39:31
1290,94,65,999,1761795512,2025-10-30 10:38:32
1290,94,65,1684,1768188240,2026-01-12 10:24:00
1291,94,45,541,1759979303,2025-10-09 10:08:23
1291,94,52,623,1760584093,2025-10-16 10:08:13
1291,94,65,1018,1761795467,2025-10-30 10:37:47
1292,94,45,519,1759979284,2025-10-09 10:08:04
1292,94,52,600,1760584049,2025-10-16 10:07:29
1292,94,65,1028,1761795429,2025-10-30 10:37:09
1293,94,45,524,1759979421,2025-10-09 10:10:21
1293,94,52,603,1760583960,2025-10-16 10:06:00
1293,94,65,1003,1761795382,2025-10-30 10:36:22
1294,94,45,522,1759979391,2025-10-09 10:09:51
1294,94,52,621,1760584219,2025-10-16 10:10:19
1294,94,65,1014,1761795436,2025-10-30 10:37:16
1295,94,45,540,1759979450,2025-10-09 10:10:50
1295,94,45,1493,1764129756,2025-11-26 11:02:36
1295,94,45,1666,1767878630,2026-01-08 20:23:50
1295,94,45,1668,1767944760,2026-01-09 14:46:00
1295,94,45,1675,1768126640,2026-01-11 17:17:20
1295,94,52,619,1760584188,2025-10-16 10:09:48
1295,94,52,1676,1768127582,2026-01-11 17:33:02
1295,94,52,1685,1768197235,2026-01-12 12:53:55
1295,94,65,1024,1761795465,2025-10-30 10:37:45
1296,94,45,526,1759979443,2025-10-09 10:10:43
1296,94,52,627,1760584219,2025-10-16 10:10:19
1296,94,65,998,1761795298,2025-10-30 10:34:58
1297,94,45,530,1759979445,2025-10-09 10:10:45
1297,94,52,617,1760584210,2025-10-16 10:10:10
1297,94,65,1020,1761795505,2025-10-30 10:38:25
719,97,49,550,1760428305,2025-10-14 14:51:45
1298,97,49,1327,1762870457,2025-11-11 21:14:17
1298,97,49,1328,1762874109,2025-11-11 22:15:09
1299,97,49,,,
1300,97,49,952,1761582918,2025-10-27 23:35:18
1300,97,49,1070,1762021511,2025-11-02 01:25:11
1300,97,49,1153,1762151251,2025-11-03 13:27:31
1301,97,49,628,1765013815,2025-12-06 16:36:55
1302,97,49,1627,1766766701,2025-12-26 23:31:41
1303,97,49,,,
1304,97,49,735,1761398253,2025-10-25 20:17:33
1305,97,49,1324,1762832207,2025-11-11 10:36:47
1305,97,49,1430,1763346611,2025-11-17 09:30:11
1306,97,49,691,1761571829,2025-10-27 20:30:29
1306,97,49,1626,1766395463,2025-12-22 16:24:23
1307,97,49,1326,1762834609,2025-11-11 11:16:49
1307,97,49,1337,1763703960,2025-11-21 12:46:00
1308,97,49,,,
1309,97,49,1073,1762144593,2025-11-03 11:36:33
1309,97,49,1462,1763695914,2025-11-21 10:31:54
1310,97,49,687,1763640937,2025-11-20 19:15:37
1310,97,49,1461,1763695597,2025-11-21 10:26:37
1311,97,49,,,
1312,97,49,1338,1763026004,2025-11-13 16:26:44
1312,97,49,1424,1763027304,2025-11-13 16:48:24
1313,97,49,1325,1763023685,2025-11-13 15:48:05
1314,97,49,1463,1763695945,2025-11-21 10:32:25
1314,97,49,1464,1763697865,2025-11-21 11:04:25
1314,97,49,1466,1763699849,2025-11-21 11:37:29
1315,97,49,922,1761551013,2025-10-27 14:43:33
1316,97,49,953,1762831895,2025-11-11 10:31:35
1317,97,49,737,1761494163,2025-10-26 22:56:03
1317,97,49,1437,1763371627,2025-11-17 16:27:07
1318,97,49,,,
1319,97,49,734,1761322560,2025-10-24 23:16:00
1319,97,49,1341,1763026604,2025-11-13 16:36:44
1320,97,49,1342,1763296648,2025-11-16 19:37:28
1321,97,49,1443,1763390870,2025-11-17 21:47:50
1322,97,49,688,1761542523,2025-10-27 12:22:03
1322,97,49,951,1762167886,2025-11-03 18:04:46
1323,97,49,921,1761551034,2025-10-27 14:43:54
1323,97,49,1069,1762013133,2025-11-01 23:05:33
1324,97,49,1072,1762107723,2025-11-03 01:22:03
1325,97,49,736,1761468433,2025-10-26 15:47:13
1326,97,49,689,1760980235,2025-10-21 00:10:35
1327,97,49,,,
1328,97,49,,,
3,99,67,,,
3,99,73,,,
3,99,92,,,
3,99,96,,,
3,99,97,,,
3,99,98,,,
3,99,99,,,
173,99,67,1034,1761814951,2025-10-30 16:02:31
173,99,73,1203,1762419393,2025-11-06 15:56:33
173,99,92,1379,1763024869,2025-11-13 16:07:49
173,99,92,1409,1763025309,2025-11-13 16:15:09
173,99,96,1535,1764839427,2025-12-04 16:10:27
173,99,97,,,
173,99,98,1584,1765444510,2025-12-11 16:15:10
173,99,99,,,
1298,99,67,1048,1761815151,2025-10-30 16:05:51
1298,99,73,1349,1763024199,2025-11-13 15:56:39
1298,99,92,1361,1763024506,2025-11-13 16:01:46
1298,99,96,1545,1764839568,2025-12-04 16:12:48
1298,99,96,1572,1764839888,2025-12-04 16:18:08
1298,99,97,,,
1298,99,98,1594,1765444299,2025-12-11 16:11:39
1298,99,98,1611,1765444661,2025-12-11 16:17:41
1298,99,99,,,
1299,99,67,1037,1761814924,2025-10-30 16:02:04
1299,99,73,1378,1763024787,2025-11-13 16:06:27
1299,99,92,1400,1763025077,2025-11-13 16:11:17
1299,99,96,1552,1764839543,2025-12-04 16:12:23
1299,99,97,,,
1299,99,98,1605,1765444651,2025-12-11 16:17:31
1299,99,98,1617,1765445087,2025-12-11 16:24:47
1299,99,99,,,
1300,99,67,1052,1761815267,2025-10-30 16:07:47
1300,99,67,1520,1764219210,2025-11-27 11:53:30
1300,99,73,1422,1763025652,2025-11-13 16:20:52
1300,99,73,1521,1764227597,2025-11-27 14:13:17
1300,99,92,1423,1763025997,2025-11-13 16:26:37
1300,99,92,1523,1764229347,2025-11-27 14:42:27
1300,99,96,1562,1764839918,2025-12-04 16:18:38
1300,99,97,,,
1300,99,98,1586,1765444512,2025-12-11 16:15:12
1300,99,98,1620,1765445121,2025-12-11 16:25:21
1300,99,99,,,
1301,99,67,1032,1761814925,2025-10-30 16:02:05
1301,99,73,1346,1763024096,2025-11-13 15:54:56
1301,99,73,1356,1763024343,2025-11-13 15:59:03
1301,99,92,1391,1763024982,2025-11-13 16:09:42
1301,99,92,1411,1763025124,2025-11-13 16:12:04
1301,99,96,1537,1764839387,2025-12-04 16:09:47
1301,99,97,,,
1301,99,98,1599,1765444425,2025-12-11 16:13:45
1301,99,99,,,
1302,99,67,1042,1761815038,2025-10-30 16:03:58
1302,99,73,1385,1763024846,2025-11-13 16:07:26
1302,99,92,1363,1763024608,2025-11-13 16:03:28
1302,99,96,1549,1764839198,2025-12-04 16:06:38
1302,99,96,1554,1764839471,2025-12-04 16:11:11
1302,99,97,,,
1302,99,98,1607,1765444404,2025-12-11 16:13:24
1302,99,99,,,
1303,99,67,1065,1761816451,2025-10-30 16:27:31
1303,99,73,1339,1763023483,2025-11-13 15:44:43
1303,99,92,1343,1763024127,2025-11-13 15:55:27
1303,99,96,1543,1764839289,2025-12-04 16:08:09
1303,99,97,,,
1303,99,98,1593,1765444399,2025-12-11 16:13:19
1303,99,98,1618,1765445277,2025-12-11 16:27:57
1303,99,99,,,
1304,99,67,1051,1761815180,2025-10-30 16:06:20
1304,99,73,1442,1763386555,2025-11-17 20:35:55
1304,99,92,1390,1763024775,2025-11-13 16:06:15
1304,99,92,1397,1763024861,2025-11-13 16:07:41
1304,99,96,1561,1764839623,2025-12-04 16:13:43
1304,99,97,,,
1304,99,98,1603,1765444326,2025-12-11 16:12:06
1304,99,99,,,
1305,99,67,1060,1761815698,2025-10-30 16:14:58
1305,99,67,1063,1761816333,2025-10-30 16:25:33
1305,99,73,1348,1763024132,2025-11-13 15:55:32
1305,99,73,1355,1763024264,2025-11-13 15:57:44
1305,99,92,1401,1763025095,2025-11-13 16:11:35
1305,99,96,1564,1764839791,2025-12-04 16:16:31
1305,99,97,,,
1305,99,98,1613,1765445030,2025-12-11 16:23:50
1305,99,99,,,
1306,99,67,1035,1761814897,2025-10-30 16:01:37
1306,99,67,1522,1764229037,2025-11-27 14:37:17
1306,99,73,1368,1763024600,2025-11-13 16:03:20
1306,99,73,1383,1763024683,2025-11-13 16:04:43
1306,99,92,1386,1763024898,2025-11-13 16:08:18
1306,99,92,1406,1763024978,2025-11-13 16:09:38
1306,99,96,1553,1764839406,2025-12-04 16:10:06
1306,99,96,1567,1764839823,2025-12-04 16:17:03
1306,99,97,,,
1306,99,98,1581,1765444278,2025-12-11 16:11:18
1306,99,98,1612,1765444602,2025-12-11 16:16:42
1306,99,99,,,
1307,99,67,1039,1761814925,2025-10-30 16:02:05
1307,99,73,1384,1763024729,2025-11-13 16:05:29
1307,99,92,1373,1763024618,2025-11-13 16:03:38
1307,99,96,1548,1764839238,2025-12-04 16:07:18
1307,99,96,1560,1764839608,2025-12-04 16:13:28
1307,99,97,,,
1307,99,98,1583,1765444086,2025-12-11 16:08:06
1307,99,99,,,
1308,99,67,1061,1761816000,2025-10-30 16:20:00
1308,99,73,1365,1763024584,2025-11-13 16:03:04
1308,99,92,1381,1763024821,2025-11-13 16:07:01
1308,99,96,1533,1764839252,2025-12-04 16:07:32
1308,99,97,,,
1308,99,98,1589,1765444382,2025-12-11 16:13:02
1308,99,99,,,
1309,99,67,1050,1761815231,2025-10-30 16:07:11
1309,99,73,1417,1763025241,2025-11-13 16:14:01
1309,99,92,1393,1763025036,2025-11-13 16:10:36
1309,99,92,1413,1763025156,2025-11-13 16:12:36
1309,99,96,1538,1764839358,2025-12-04 16:09:18
1309,99,96,1563,1764839606,2025-12-04 16:13:26
1309,99,97,,,
1309,99,98,1592,1765444239,2025-12-11 16:10:39
1309,99,99,,,
1310,99,67,1045,1761815090,2025-10-30 16:04:50
1310,99,73,1320,1762814735,2025-11-11 05:45:35
1310,99,73,1321,1762814936,2025-11-11 05:48:56
1310,99,92,1362,1763024491,2025-11-13 16:01:31
1310,99,92,1382,1763024764,2025-11-13 16:06:04
1310,99,96,1544,1764839379,2025-12-04 16:09:39
1310,99,97,,,
1310,99,98,1588,1765444156,2025-12-11 16:09:16
1310,99,99,,,
1311,99,67,1062,1761816172,2025-10-30 16:22:52
1311,99,73,1360,1763024533,2025-11-13 16:02:13
1311,99,92,1377,1763024786,2025-11-13 16:06:26
1311,99,96,1559,1764839745,2025-12-04 16:15:45
1311,99,97,,,
