userid,courseid,week_number,total_clicks,late_night_clicks,late_night_activity_ratio
1269,1,34,1,0,0.0000
1269,1,36,10,0,0.0000
1269,1,37,2,0,0.0000
1269,1,38,2,0,0.0000
1269,1,39,7,0,0.0000
1269,1,40,6,0,0.0000
1269,1,41,16,0,0.0000
1269,1,42,17,0,0.0000
1269,1,43,14,0,0.0000
1269,1,44,11,0,0.0000
1269,1,45,12,0,0.0000
1269,1,46,6,1,0.1667
1269,1,47,4,0,0.0000
1269,1,48,5,0,0.0000
1269,1,49,5,0,0.0000
1269,1,50,11,0,0.0000
1269,1,51,5,0,0.0000
1269,1,52,2,0,0.0000
1269,1,54,1,0,0.0000
1269,1,55,1,0,0.0000
1269,1,56,1,0,0.0000
1270,1,51,1,0,0.0000
1271,1,31,1,0,0.0000
1271,1,45,1,0,0.0000
1272,1,31,9,0,0.0000
1272,1,32,1,0,0.0000
1272,1,33,2,0,0.0000
1272,1,38,1,0,0.0000
1272,1,43,2,0,0.0000
1272,1,45,3,0,0.0000
1272,1,46,1,0,0.0000
1272,1,47,1,0,0.0000
1272,1,48,1,0,0.0000
1272,1,49,3,0,0.0000
1272,1,50,3,2,0.6667
1272,1,51,4,0,0.0000
1272,1,57,1,0,0.0000
1273,1,31,3,0,0.0000
1273,1,33,2,0,0.0000
1273,1,34,1,0,0.0000
1273,1,41,1,0,0.0000
1273,1,47,1,0,0.0000
1273,1,51,1,0,0.0000
1275,1,31,4,0,0.0000
1275,1,32,1,0,0.0000
1275,1,34,1,0,0.0000
1275,1,37,1,0,0.0000
1275,1,38,1,0,0.0000
1275,1,46,2,0,0.0000
1275,1,50,1,0,0.0000
1276,1,31,2,0,0.0000
1276,1,32,7,1,0.1429
1276,1,33,7,0,0.0000
1276,1,34,7,0,0.0000
1276,1,35,8,0,0.0000
1276,1,36,9,0,0.0000
1277,1,31,2,0,0.0000
1277,1,32,1,0,0.0000
1277,1,33,12,0,0.0000
1277,1,34,7,0,0.0000
1277,1,35,12,0,0.0000
1277,1,36,20,0,0.0000
1277,1,37,20,0,0.0000
1277,1,38,26,0,0.0000
1277,1,39,17,0,0.0000
1277,1,40,20,0,0.0000
1277,1,41,18,0,0.0000
1277,1,42,10,0,0.0000
1277,1,43,15,0,0.0000
1277,1,46,3,0,0.0000
1277,1,47,2,0,0.0000
1277,1,48,2,0,0.0000
1277,1,49,2,0,0.0000
1277,1,50,10,0,0.0000
1277,1,52,1,0,0.0000
1277,1,53,1,0,0.0000
1277,1,55,1,0,0.0000
1277,1,57,1,0,0.0000
1278,1,34,3,0,0.0000
1278,1,35,2,0,0.0000
1278,1,42,1,0,0.0000
1278,1,43,1,0,0.0000
1278,1,45,3,0,0.0000
1278,1,48,1,0,0.0000
1278,1,49,1,0,0.0000
1279,1,31,1,0,0.0000
1279,1,32,1,0,0.0000
1279,1,43,3,0,0.0000
1279,1,44,2,0,0.0000
1279,1,50,2,0,0.0000
1279,1,51,1,0,0.0000
1279,1,55,2,0,0.0000
1280,1,31,2,0,0.0000
1280,1,32,1,0,0.0000
1280,1,35,12,0,0.0000
1280,1,37,3,0,0.0000
1280,1,40,2,0,0.0000
1280,1,41,1,0,0.0000
1280,1,43,3,0,0.0000
1280,1,44,3,0,0.0000
1280,1,45,4,0,0.0000
1280,1,46,1,0,0.0000
1280,1,47,1,0,0.0000
1280,1,48,3,1,0.3333
1280,1,49,18,3,0.1667
1280,1,50,6,1,0.1667
1280,1,51,2,0,0.0000
1280,1,52,1,0,0.0000
1280,1,54,2,0,0.0000
1280,1,55,7,0,0.0000
1280,1,56,9,1,0.1111
1280,1,57,2,0,0.0000
1280,1,58,1,0,0.0000
1281,1,31,1,0,0.0000
1281,1,36,1,0,0.0000
1281,1,39,1,0,0.0000
1281,1,42,1,0,0.0000
1281,1,44,1,0,0.0000
1281,1,46,3,0,0.0000
1281,1,50,5,0,0.0000
1281,1,51,2,0,0.0000
1282,1,31,9,0,0.0000
1282,1,36,2,0,0.0000
1282,1,41,4,0,0.0000
1282,1,42,2,0,0.0000
1282,1,43,5,0,0.0000
1282,1,44,1,0,0.0000
1282,1,45,3,0,0.0000
1282,1,46,1,0,0.0000
1282,1,47,1,0,0.0000
1282,1,48,1,0,0.0000
1282,1,52,2,0,0.0000
1282,1,57,2,0,0.0000
1283,1,38,4,0,0.0000
1283,1,41,2,0,0.0000
1283,1,44,1,0,0.0000
1283,1,45,1,0,0.0000
1283,1,47,5,0,0.0000
1283,1,48,23,5,0.2174
1283,1,49,21,0,0.0000
1283,1,50,14,0,0.0000
1283,1,51,9,0,0.0000
1283,1,55,8,0,0.0000
1283,1,56,6,0,0.0000
1283,1,57,5,0,0.0000
1283,1,58,2,0,0.0000
1284,1,31,1,0,0.0000
1284,1,32,1,1,1.0000
1284,1,45,1,0,0.0000
1284,1,46,1,0,0.0000
1284,1,51,1,0,0.0000
1284,1,58,1,0,0.0000
1285,1,31,23,0,0.0000
1285,1,32,33,7,0.2121
1285,1,33,28,3,0.1071
1285,1,34,17,0,0.0000
1285,1,35,30,0,0.0000
1285,1,36,21,0,0.0000
1285,1,37,15,0,0.0000
1285,1,38,8,0,0.0000
1285,1,39,3,0,0.0000
1285,1,41,29,14,0.4828
1285,1,42,15,2,0.1333
1285,1,43,11,0,0.0000
1285,1,44,3,0,0.0000
1285,1,48,4,0,0.0000
1285,1,49,4,0,0.0000
1285,1,50,4,0,0.0000
1285,1,51,33,0,0.0000
1285,1,52,2,0,0.0000
1285,1,54,2,0,0.0000
1285,1,55,3,0,0.0000
1286,1,33,1,0,0.0000
1286,1,35,6,0,0.0000
1286,1,41,2,0,0.0000
1286,1,43,1,0,0.0000
1286,1,44,1,0,0.0000
1286,1,45,1,0,0.0000
1286,1,48,2,0,0.0000
1286,1,49,2,0,0.0000
1287,1,42,1,1,1.0000
1287,1,49,1,0,0.0000
1287,1,55,1,0,0.0000
1288,1,33,4,4,1.0000
1288,1,34,6,0,0.0000
1288,1,35,5,2,0.4000
1288,1,36,3,2,0.6667
1288,1,37,4,1,0.2500
1288,1,38,8,1,0.1250
1288,1,39,7,1,0.1429
1288,1,40,7,0,0.0000
1288,1,41,13,1,0.0769
1288,1,42,7,1,0.1429
1288,1,43,11,3,0.2727
1288,1,44,12,1,0.0833
1288,1,45,11,3,0.2727
1288,1,46,4,2,0.5000
1288,1,48,9,0,0.0000
1288,1,49,4,2,0.5000
1288,1,50,11,4,0.3636
1288,1,51,3,0,0.0000
1288,1,55,6,0,0.0000
1288,1,56,3,0,0.0000
1288,1,57,2,0,0.0000
1288,1,58,1,0,0.0000
1289,1,32,2,0,0.0000
1289,1,33,6,0,0.0000
1289,1,34,8,0,0.0000
1289,1,35,6,0,0.0000
1289,1,36,4,0,0.0000
1289,1,37,5,0,0.0000
1289,1,38,4,0,0.0000
1289,1,39,1,0,0.0000
1289,1,51,1,0,0.0000
1290,1,31,2,0,0.0000
1290,1,36,1,0,0.0000
1290,1,45,2,0,0.0000
1291,1,33,10,0,0.0000
1291,1,38,1,0,0.0000
1291,1,53,1,0,0.0000
1292,1,31,4,0,0.0000
1292,1,35,1,0,0.0000
1292,1,36,2,0,0.0000
1292,1,41,2,0,0.0000
1292,1,50,2,0,0.0000
1293,1,31,5,0,0.0000
1293,1,32,7,0,0.0000
1293,1,35,1,0,0.0000
1293,1,37,1,0,0.0000
1293,1,41,3,0,0.0000
1293,1,43,1,0,0.0000
1293,1,44,2,0,0.0000
1293,1,45,1,0,0.0000
1293,1,50,1,0,0.0000
1293,1,51,1,0,0.0000
1294,1,58,1,0,0.0000
1295,1,31,3,0,0.0000
1295,1,32,14,6,0.4286
1295,1,33,16,5,0.3125
1295,1,34,8,0,0.0000
1295,1,35,5,3,0.6000
1295,1,43,9,3,0.3333
1295,1,44,12,1,0.0833
1295,1,45,10,1,0.1000
1295,1,46,4,0,0.0000
1295,1,47,8,1,0.1250
1295,1,48,19,1,0.0526
1295,1,49,9,0,0.0000
1295,1,50,10,0,0.0000
1295,1,51,18,2,0.1111
1295,1,54,1,0,0.0000
1295,1,55,9,0,0.0000
1295,1,56,8,0,0.0000
1295,1,57,9,0,0.0000
1295,1,58,4,0,0.0000
1296,1,31,2,0,0.0000
1296,1,43,3,0,0.0000
1296,1,55,1,0,0.0000
1297,1,33,1,0,0.0000
1297,1,34,1,0,0.0000
1297,1,35,1,0,0.0000
1297,1,36,3,0,0.0000
1297,1,43,2,0,0.0000
1297,1,44,2,0,0.0000
1297,1,46,1,0,0.0000
1297,1,49,3,2,0.6667
1297,1,50,3,0,0.0000
1297,1,51,1,0,0.0000
1297,1,58,1,1,1.0000
1298,1,31,2,0,0.0000
1298,1,36,4,0,0.0000
1298,1,37,1,0,0.0000
1298,1,42,5,0,0.0000
1298,1,43,1,0,0.0000
1298,1,45,1,0,0.0000
1298,1,46,5,0,0.0000
1298,1,48,1,0,0.0000
1298,1,50,1,0,0.0000
1298,1,54,1,0,0.0000
1299,1,31,11,0,0.0000
1299,1,32,6,0,0.0000
1299,1,33,8,0,0.0000
1299,1,34,7,0,0.0000
1299,1,35,15,0,0.0000
1299,1,36,12,0,0.0000
1299,1,37,9,0,0.0000
1299,1,38,16,0,0.0000
1299,1,39,11,0,0.0000
1299,1,40,8,0,0.0000
1299,1,41,21,0,0.0000
1299,1,42,20,0,0.0000
1299,1,43,11,0,0.0000
1299,1,44,8,0,0.0000
1299,1,45,11,0,0.0000
1299,1,46,15,0,0.0000
1299,1,47,9,0,0.0000
1299,1,48,10,0,0.0000
1299,1,49,1,0,0.0000
1299,1,50,10,0,0.0000
1299,1,51,11,0,0.0000
1299,1,52,1,0,0.0000
1299,1,54,3,0,0.0000
1299,1,55,3,0,0.0000
1299,1,56,7,0,0.0000
1299,1,57,8,0,0.0000
1299,1,58,15,0,0.0000
1300,1,31,1,0,0.0000
1300,1,32,3,0,0.0000
1300,1,37,1,0,0.0000
1300,1,38,1,0,0.0000
1300,1,43,1,0,0.0000
1300,1,44,1,1,1.0000
1300,1,48,1,0,0.0000
1300,1,49,1,0,0.0000
1300,1,50,1,0,0.0000
1300,1,57,2,0,0.0000
1300,1,58,3,0,0.0000
1301,1,32,1,0,0.0000
1301,1,43,1,0,0.0000
1301,1,47,1,0,0.0000
1301,1,48,1,0,0.0000
1301,1,49,4,4,1.0000
1301,1,50,1,0,0.0000
1302,1,31,16,0,0.0000
1302,1,32,31,0,0.0000
1302,1,33,34,0,0.0000
1302,1,35,7,0,0.0000
1302,1,36,26,3,0.1154
1302,1,37,13,0,0.0000
1302,1,38,41,8,0.1951
1302,1,39,28,3,0.1071
1302,1,40,5,0,0.0000
1302,1,41,23,0,0.0000
1302,1,42,23,3,0.1304
1302,1,43,17,0,0.0000
1302,1,44,3,0,0.0000
1302,1,45,17,0,0.0000
1302,1,46,26,0,0.0000
1302,1,48,6,0,0.0000
1302,1,49,8,0,0.0000
1302,1,50,36,0,0.0000
1302,1,51,24,0,0.0000
1302,1,52,16,0,0.0000
1302,1,56,2,0,0.0000
1302,1,57,9,0,0.0000
1302,1,58,34,0,0.0000
1303,1,32,1,0,0.0000
1303,1,42,4,0,0.0000
1303,1,43,4,0,0.0000
1303,1,45,2,0,0.0000
1303,1,46,4,1,0.2500
1303,1,48,1,0,0.0000
1303,1,50,1,0,0.0000
1304,1,31,2,0,0.0000
1304,1,32,61,0,0.0000
1304,1,33,41,0,0.0000
1304,1,34,24,0,0.0000
1304,1,35,26,0,0.0000
1304,1,36,13,0,0.0000
1304,1,37,51,0,0.0000
1304,1,38,21,0,0.0000
1304,1,39,26,0,0.0000
1304,1,40,8,0,0.0000
1304,1,41,72,0,0.0000
1304,1,42,41,0,0.0000
1304,1,43,37,0,0.0000
1304,1,44,7,0,0.0000
1304,1,45,20,0,0.0000
1304,1,46,10,0,0.0000
1304,1,47,1,0,0.0000
1304,1,48,13,0,0.0000
1304,1,50,38,0,0.0000
1304,1,51,5,0,0.0000
1304,1,53,7,0,0.0000
1304,1,54,10,0,0.0000
1304,1,55,4,0,0.0000
1304,1,58,1,0,0.0000
1305,1,36,6,0,0.0000
1305,1,37,1,0,0.0000
1305,1,39,2,0,0.0000
1305,1,40,2,0,0.0000
1305,1,43,6,1,0.1667
1305,1,50,3,0,0.0000
1306,1,32,2,0,0.0000
1306,1,35,2,0,0.0000
1306,1,37,1,0,0.0000
1306,1,41,3,0,0.0000
1306,1,42,4,0,0.0000
1306,1,43,2,0,0.0000
1306,1,45,1,0,0.0000
1307,1,32,21,0,0.0000
1307,1,33,2,0,0.0000
1307,1,35,2,0,0.0000
1307,1,37,1,0,0.0000
1307,1,41,1,0,0.0000
1307,1,42,1,0,0.0000
1307,1,45,1,0,0.0000
1307,1,46,26,0,0.0000
1307,1,47,7,0,0.0000
1307,1,48,31,0,0.0000
1307,1,49,24,5,0.2083
1307,1,50,2,0,0.0000
1307,1,51,5,0,0.0000
1307,1,53,2,0,0.0000
1307,1,55,1,0,0.0000
1307,1,56,3,0,0.0000
1307,1,57,4,0,0.0000
1307,1,58,1,0,0.0000
1308,1,32,3,0,0.0000
1308,1,33,4,0,0.0000
1308,1,34,4,0,0.0000
1308,1,35,12,0,0.0000
1308,1,36,12,0,0.0000
1308,1,37,6,0,0.0000
1308,1,38,13,0,0.0000
1308,1,39,14,0,0.0000
1308,1,40,8,0,0.0000
1308,1,41,12,0,0.0000
1308,1,42,11,0,0.0000
1308,1,43,5,0,0.0000
1308,1,44,4,0,0.0000
1308,1,45,5,0,0.0000
1308,1,46,10,0,0.0000
1308,1,47,1,0,0.0000
1308,1,48,11,0,0.0000
1308,1,50,13,0,0.0000
1308,1,51,6,0,0.0000
1308,1,52,3,0,0.0000
1308,1,55,1,0,0.0000
1308,1,56,4,0,0.0000
1308,1,57,17,0,0.0000
1308,1,58,18,0,0.0000
1309,1,37,1,0,0.0000
1309,1,55,1,0,0.0000
1310,1,31,3,0,0.0000
1310,1,32,25,0,0.0000
1310,1,33,10,0,0.0000
1310,1,37,3,0,0.0000
1310,1,40,1,0,0.0000
1310,1,41,2,0,0.0000
1310,1,43,1,0,0.0000
1310,1,45,1,0,0.0000
1310,1,46,7,0,0.0000
1310,1,50,2,0,0.0000
1310,1,51,6,0,0.0000
1310,1,52,4,0,0.0000
1310,1,56,2,0,0.0000
1311,1,35,3,0,0.0000
1311,1,36,2,0,0.0000
1311,1,37,7,0,0.0000
1311,1,38,2,0,0.0000
1311,1,39,1,0,0.0000
1311,1,40,2,1,0.5000
1311,1,41,1,0,0.0000
1311,1,42,6,0,0.0000
1311,1,44,1,1,1.0000
1311,1,45,7,0,0.0000
1311,1,46,2,0,0.0000
1311,1,50,3,0,0.0000
1311,1,51,1,0,0.0000
1311,1,55,1,0,0.0000
1311,1,57,1,0,0.0000
1311,1,58,1,0,0.0000
1312,1,31,4,1,0.2500
1312,1,35,1,0,0.0000
1312,1,37,1,0,0.0000
1312,1,39,2,0,0.0000
1313,1,37,1,1,1.0000
1313,1,38,1,1,1.0000
1313,1,39,1,0,0.0000
1313,1,40,2,0,0.0000
1313,1,41,2,0,0.0000
1313,1,50,1,0,0.0000
1313,1,58,1,0,0.0000
1314,1,31,1,0,0.0000
1314,1,36,1,0,0.0000
1314,1,37,1,0,0.0000
1314,1,39,5,0,0.0000
1314,1,43,2,0,0.0000
1314,1,45,3,2,0.6667
1314,1,46,4,0,0.0000
1314,1,47,1,0,0.0000
1314,1,48,1,0,0.0000
1314,1,50,4,0,0.0000
1314,1,51,4,0,0.0000
1314,1,57,2,0,0.0000
1315,1,31,1,0,0.0000
1315,1,42,1,0,0.0000
1315,1,45,2,0,0.0000
1315,1,47,1,0,0.0000
1315,1,49,1,0,0.0000
1315,1,50,1,0,0.0000
1315,1,55,1,0,0.0000
1315,1,57,1,0,0.0000
1316,1,42,1,0,0.0000
1316,1,49,2,2,1.0000
1316,1,54,1,0,0.0000
1317,1,31,2,0,0.0000
1317,1,35,1,0,0.0000
1317,1,36,1,0,0.0000
1317,1,44,2,0,0.0000
1317,1,46,5,0,0.0000
1317,1,48,2,0,0.0000
1317,1,56,1,0,0.0000
1318,1,31,2,0,0.0000
1318,1,34,3,0,0.0000
1318,1,37,1,0,0.0000
1318,1,42,3,0,0.0000
1318,1,43,2,0,0.0000
1318,1,44,1,0,0.0000
1318,1,45,1,0,0.0000
1318,1,46,3,0,0.0000
1318,1,47,1,0,0.0000
1318,1,50,1,0,0.0000
1319,1,31,6,5,0.8333
1319,1,32,3,0,0.0000
1319,1,33,1,0,0.0000
1319,1,36,3,2,0.6667
1319,1,40,1,0,0.0000
1319,1,41,4,0,0.0000
1319,1,42,2,0,0.0000
1319,1,46,2,0,0.0000
1320,1,31,4,0,0.0000
1320,1,32,8,0,0.0000
1320,1,33,6,0,0.0000
1320,1,34,4,0,0.0000
1320,1,35,5,0,0.0000
1320,1,36,11,0,0.0000
1320,1,37,12,0,0.0000
1320,1,38,9,0,0.0000
1320,1,39,22,2,0.0909
1320,1,40,5,0,0.0000
1320,1,41,12,0,0.0000
1320,1,42,44,0,0.0000
1320,1,43,14,0,0.0000
1320,1,44,6,4,0.6667
1320,1,45,21,0,0.0000
1320,1,46,13,0,0.0000
1320,1,47,3,0,0.0000
1320,1,48,3,0,0.0000
1320,1,49,2,0,0.0000
1320,1,50,6,0,0.0000
1320,1,51,16,0,0.0000
1320,1,55,1,0,0.0000
1320,1,56,7,0,0.0000
1320,1,57,6,0,0.0000
1320,1,58,8,0,0.0000
1321,1,31,5,0,0.0000
1321,1,32,16,2,0.1250
1321,1,33,10,0,0.0000
1321,1,34,3,0,0.0000
1321,1,35,10,0,0.0000
1321,1,36,16,0,0.0000
1321,1,37,10,0,0.0000
1321,1,38,14,2,0.1429
1321,1,39,10,0,0.0000
1321,1,40,18,0,0.0000
1321,1,41,29,0,0.0000
1321,1,42,25,1,0.0400
1321,1,43,14,1,0.0714
1321,1,44,9,1,0.1111
1321,1,45,13,0,0.0000
1321,1,46,5,2,0.4000
1321,1,47,2,0,0.0000
1321,1,48,23,1,0.0435
1321,1,49,1,0,0.0000
1321,1,50,16,0,0.0000
1321,1,51,10,0,0.0000
1321,1,52,6,0,0.0000
1321,1,55,4,0,0.0000
1321,1,56,29,0,0.0000
1321,1,57,12,0,0.0000
1321,1,58,18,0,0.0000
1322,1,31,1,0,0.0000
1322,1,35,2,0,0.0000
1322,1,36,4,0,0.0000
1322,1,38,2,0,0.0000
1322,1,39,3,0,0.0000
1322,1,40,3,0,0.0000
1322,1,41,1,0,0.0000
1322,1,42,1,0,0.0000
1322,1,43,3,0,0.0000
1322,1,44,2,0,0.0000
1322,1,45,2,0,0.0000
1322,1,46,3,0,0.0000
1322,1,49,1,0,0.0000
1322,1,56,3,0,0.0000
1322,1,57,4,0,0.0000
1323,1,31,1,0,0.0000
1323,1,32,5,1,0.2000
1323,1,39,1,0,0.0000
1323,1,41,4,0,0.0000
1323,1,42,6,0,0.0000
1323,1,43,2,0,0.0000
1323,1,55,1,0,0.0000
1324,1,31,2,0,0.0000
1324,1,32,2,1,0.5000
1324,1,33,3,0,0.0000
1324,1,34,1,0,0.0000
1324,1,36,2,1,0.5000
1324,1,39,1,0,0.0000
1324,1,49,1,0,0.0000
1325,1,31,3,0,0.0000
1325,1,32,36,0,0.0000
1325,1,33,2,0,0.0000
1325,1,34,2,0,0.0000
1325,1,35,45,2,0.0444
1325,1,36,14,0,0.0000
1325,1,37,38,0,0.0000
1325,1,38,45,24,0.5333
1325,1,39,80,0,0.0000
1325,1,40,116,19,0.1638
1325,1,41,133,0,0.0000
1325,1,42,85,24,0.2824
1325,1,43,98,1,0.0102
1325,1,44,62,9,0.1452
1325,1,45,60,0,0.0000
1325,1,46,31,6,0.1935
1325,1,47,2,2,1.0000
1325,1,48,4,0,0.0000
1325,1,49,5,0,0.0000
1325,1,50,3,0,0.0000
1325,1,51,1,0,0.0000
1325,1,55,1,0,0.0000
1325,1,58,1,0,0.0000
1326,1,33,3,0,0.0000
1326,1,34,2,0,0.0000
1326,1,35,1,0,0.0000
1326,1,38,1,0,0.0000
1326,1,45,2,0,0.0000
1327,1,31,1,0,0.0000
1327,1,36,2,0,0.0000
1327,1,37,4,0,0.0000
1327,1,38,7,0,0.0000
1327,1,39,1,0,0.0000
1327,1,40,2,0,0.0000
1327,1,41,15,0,0.0000
1327,1,42,7,1,0.1429
1327,1,43,12,1,0.0833
1327,1,44,3,1,0.3333
1327,1,45,5,1,0.2000
1327,1,46,5,1,0.2000
1327,1,47,3,0,0.0000
1327,1,48,1,0,0.0000
1327,1,49,4,2,0.5000
1327,1,50,1,0,0.0000
1327,1,51,5,0,0.0000
1327,1,55,4,0,0.0000
1327,1,56,6,2,0.3333
1327,1,57,11,1,0.0909
1327,1,58,12,2,0.1667
1328,1,31,2,0,0.0000
1328,1,32,1,0,0.0000
1328,1,37,5,0,0.0000
1328,1,38,2,2,1.0000
1328,1,41,2,0,0.0000
1328,1,48,4,0,0.0000
1328,1,49,1,0,0.0000
1328,1,50,1,0,0.0000
1328,1,51,1,0,0.0000
1328,1,57,1,0,0.0000
1329,1,36,1,0,0.0000
1329,1,41,3,0,0.0000
1329,1,42,5,0,0.0000
1329,1,43,4,0,0.0000
1329,1,45,1,0,0.0000
1329,1,50,2,0,0.0000
1330,1,31,25,2,0.0800
1330,1,32,20,2,0.1000
1330,1,33,8,2,0.2500
1330,1,34,4,0,0.0000
1330,1,35,17,0,0.0000
1330,1,36,17,0,0.0000
1330,1,37,19,0,0.0000
1330,1,38,9,0,0.0000
1330,1,39,4,0,0.0000
1330,1,40,17,0,0.0000
1330,1,41,44,0,0.0000
1330,1,42,29,1,0.0345
1330,1,43,17,2,0.1176
1330,1,44,44,0,0.0000
1330,1,45,11,0,0.0000
1330,1,46,2,0,0.0000
1330,1,47,2,0,0.0000
1330,1,48,39,0,0.0000
1330,1,49,9,0,0.0000
1330,1,50,30,0,0.0000
1330,1,51,10,0,0.0000
1330,1,53,2,0,0.0000
1330,1,55,2,0,0.0000
1330,1,56,16,0,0.0000
1330,1,57,5,0,0.0000
1330,1,58,12,5,0.4167
1331,1,32,4,0,0.0000
1331,1,33,1,0,0.0000
1331,1,35,2,0,0.0000
1331,1,36,8,0,0.0000
1331,1,58,1,0,0.0000
1332,1,36,2,0,0.0000
1332,1,43,1,1,1.0000
1332,1,48,1,0,0.0000
1333,1,33,4,0,0.0000
1333,1,34,1,0,0.0000
1333,1,36,1,0,0.0000
1333,1,43,1,0,0.0000
1333,1,47,1,0,0.0000
1333,1,48,1,0,0.0000
1334,1,31,2,0,0.0000
1334,1,38,1,0,0.0000
1334,1,39,1,0,0.0000
1334,1,42,1,0,0.0000
1334,1,43,1,1,1.0000
1334,1,51,1,0,0.0000
1334,1,58,1,0,0.0000
1335,1,43,2,0,0.0000
1335,1,45,1,0,0.0000
1336,1,31,1,0,0.0000
1336,1,43,1,0,0.0000
1336,1,46,1,0,0.0000
1337,1,36,7,0,0.0000
1337,1,41,1,0,0.0000
1337,1,42,2,0,0.0000
1337,1,46,1,0,0.0000
1337,1,50,1,0,0.0000
1337,1,56,1,0,0.0000
1338,1,31,4,0,0.0000
1338,1,38,2,0,0.0000
1338,1,41,2,0,0.0000
1338,1,42,4,0,0.0000
1338,1,45,1,0,0.0000
1338,1,50,1,0,0.0000
1338,1,52,1,0,0.0000
1338,1,58,2,0,0.0000
1339,1,32,8,0,0.0000
1339,1,33,1,0,0.0000
1339,1,36,2,0,0.0000
1339,1,41,1,0,0.0000
1339,1,56,1,0,0.0000
1340,1,31,1,0,0.0000
1340,1,33,2,0,0.0000
1340,1,36,4,0,0.0000
1340,1,41,2,0,0.0000
1340,1,42,5,0,0.0000
1340,1,43,4,0,0.0000
1340,1,45,1,0,0.0000
1340,1,47,1,0,0.0000
1340,1,48,6,0,0.0000
1340,1,50,1,0,0.0000
1340,1,58,1,0,0.0000
1341,1,31,6,0,0.0000
1341,1,32,4,0,0.0000
1341,1,33,3,0,0.0000
1341,1,34,2,0,0.0000
1341,1,35,2,0,0.0000
1341,1,36,12,0,0.0000
1341,1,37,3,0,0.0000
1341,1,38,6,0,0.0000
1341,1,39,2,0,0.0000
1341,1,40,3,0,0.0000
1341,1,41,8,0,0.0000
1341,1,42,6,0,0.0000
1341,1,43,7,1,0.1429
1341,1,44,9,0,0.0000
1341,1,45,5,0,0.0000
1341,1,46,1,0,0.0000
1341,1,48,6,0,0.0000
1341,1,50,9,0,0.0000
1341,1,51,8,0,0.0000
1341,1,52,2,0,0.0000
1341,1,55,1,0,0.0000
1341,1,56,6,0,0.0000
1341,1,57,3,0,0.0000
1341,1,58,11,0,0.0000
1342,1,36,4,0,0.0000
1342,1,37,1,0,0.0000
1342,1,41,2,0,0.0000
1342,1,43,2,0,0.0000
1342,1,44,1,0,0.0000
1342,1,57,2,0,0.0000
1342,1,58,2,0,0.0000
1343,1,37,5,0,0.0000
1343,1,41,1,0,0.0000
1343,1,44,1,0,0.0000
1344,1,31,1,0,0.0000
1344,1,32,1,0,0.0000
1344,1,38,1,0,0.0000
1344,1,39,2,0,0.0000
1345,1,31,4,0,0.0000
1345,1,33,1,0,0.0000
1345,1,34,1,0,0.0000
1345,1,35,2,0,0.0000
1345,1,36,1,0,0.0000
1345,1,41,2,0,0.0000
1345,1,55,2,0,0.0000
1346,1,32,1,0,0.0000
1347,1,31,6,0,0.0000
1347,1,34,5,0,0.0000
1347,1,36,5,0,0.0000
1347,1,41,4,0,0.0000
1347,1,45,1,0,0.0000
1347,1,46,2,0,0.0000
1347,1,47,1,0,0.0000
1347,1,50,2,0,0.0000
1347,1,51,2,0,0.0000
1347,1,57,1,0,0.0000
1347,1,58,1,0,0.0000
1348,1,32,1,0,0.0000
1348,1,43,2,1,0.5000
1348,1,45,1,0,0.0000
1348,1,48,2,0,0.0000
1348,1,49,1,0,0.0000
1348,1,50,3,0,0.0000
1349,1,45,2,0,0.0000
1350,1,31,3,0,0.0000
1350,1,36,3,0,0.0000
1350,1,37,3,0,0.0000
1350,1,38,2,0,0.0000
1350,1,41,1,0,0.0000
1351,1,33,10,0,0.0000
1351,1,34,3,0,0.0000
1351,1,35,5,0,0.0000
1351,1,36,1,0,0.0000
1351,1,37,3,0,0.0000
1351,1,38,1,0,0.0000
1351,1,41,7,0,0.0000
1351,1,42,1,0,0.0000
1351,1,45,1,0,0.0000
1351,1,56,1,0,0.0000
1351,1,58,1,0,0.0000
1352,1,36,3,0,0.0000
1352,1,38,2,0,0.0000
1352,1,39,2,0,0.0000
1352,1,41,7,0,0.0000
1352,1,42,3,0,0.0000
1352,1,43,5,0,0.0000
1352,1,45,5,0,0.0000
1352,1,46,2,0,0.0000
1352,1,47,1,1,1.0000
1352,1,48,6,0,0.0000
1352,1,50,3,0,0.0000
1352,1,51,1,0,0.0000
1352,1,56,1,0,0.0000
1353,1,31,2,0,0.0000
1353,1,32,1,0,0.0000
1353,1,35,1,0,0.0000
1353,1,36,2,0,0.0000
1353,1,39,1,0,0.0000
1353,1,43,1,0,0.0000
1353,1,44,1,0,0.0000
1353,1,45,1,0,0.0000
1353,1,46,5,0,0.0000
1355,1,41,1,0,0.0000
1355,1,44,1,0,0.0000
1355,1,48,1,0,0.0000
1356,1,36,4,0,0.0000
1356,1,37,11,0,0.0000
1356,1,38,3,0,0.0000
1356,1,39,4,0,0.0000
1356,1,40,6,0,0.0000
1356,1,41,3,0,0.0000
1356,1,42,32,3,0.0938
1356,1,43,37,3,0.0811
1356,1,44,19,0,0.0000
1356,1,45,14,0,0.0000
1356,1,46,4,0,0.0000
1356,1,48,9,0,0.0000
1356,1,49,8,0,0.0000
1356,1,50,15,0,0.0000
1356,1,52,9,0,0.0000
1356,1,55,1,0,0.0000
1356,1,56,17,0,0.0000
1356,1,57,6,0,0.0000
