userid,courseid,week_number,click_count
1321,1,44,9
1321,1,45,13
1321,1,46,5
1321,1,47,2
1321,1,48,23
1321,1,49,1
1321,1,50,16
1321,1,51,10
1321,1,52,6
1321,1,55,4
1321,1,56,29
1321,1,57,12
1321,1,58,18
1322,1,31,1
1322,1,35,2
1322,1,36,4
1322,1,38,2
1322,1,39,3
1322,1,40,3
1322,1,41,1
1322,1,42,1
1322,1,43,3
1322,1,44,2
1322,1,45,2
1322,1,46,3
1322,1,49,1
1322,1,56,3
1322,1,57,4
1323,1,31,1
1323,1,32,5
1323,1,39,1
1323,1,41,4
1323,1,42,6
1323,1,43,2
1323,1,55,1
1324,1,31,2
1324,1,32,2
1324,1,33,3
1324,1,34,1
1324,1,36,2
1324,1,39,1
1324,1,49,1
1325,1,31,3
1325,1,32,36
1325,1,33,2
1325,1,34,2
1325,1,35,45
1325,1,36,14
1325,1,37,38
1325,1,38,45
1325,1,39,80
1325,1,40,116
1325,1,41,133
1325,1,42,85
1325,1,43,98
1325,1,44,62
1325,1,45,60
1325,1,46,31
1325,1,47,2
1325,1,48,4
1325,1,49,5
1325,1,50,3
1325,1,51,1
1325,1,55,1
1325,1,58,1
1326,1,33,3
1326,1,34,2
1326,1,35,1
1326,1,38,1
1326,1,45,2
1327,1,31,1
1327,1,36,2
1327,1,37,4
1327,1,38,7
1327,1,39,1
1327,1,40,2
1327,1,41,15
1327,1,42,7
1327,1,43,12
1327,1,44,3
1327,1,45,5
1327,1,46,5
1327,1,47,3
1327,1,48,1
1327,1,49,4
1327,1,50,1
1327,1,51,5
1327,1,55,4
1327,1,56,6
1327,1,57,11
1327,1,58,11
1328,1,31,2
1328,1,32,1
1328,1,37,5
1328,1,38,2
1328,1,41,2
1328,1,48,4
1328,1,49,1
1328,1,50,1
1328,1,51,1
1328,1,57,1
1329,1,36,1
1329,1,41,3
1329,1,42,5
1329,1,43,4
1329,1,45,1
1329,1,50,2
1330,1,31,25
1330,1,32,20
1330,1,33,8
1330,1,34,4
1330,1,35,17
1330,1,36,17
1330,1,37,19
1330,1,38,9
1330,1,39,4
1330,1,40,17
1330,1,41,44
1330,1,42,29
1330,1,43,17
1330,1,44,44
1330,1,45,11
1330,1,46,2
1330,1,47,2
1330,1,48,39
1330,1,49,9
1330,1,50,30
1330,1,51,10
1330,1,53,2
1330,1,55,2
1330,1,56,16
1330,1,57,5
1330,1,58,12
1331,1,32,4
1331,1,33,1
1331,1,35,2
1331,1,36,8
1331,1,58,1
1332,1,36,2
1332,1,43,1
1332,1,48,1
1333,1,33,4
1333,1,34,1
1333,1,36,1
1333,1,43,1
1333,1,47,1
1333,1,48,1
1334,1,31,2
1334,1,38,1
1334,1,39,1
1334,1,42,1
1334,1,43,1
1334,1,51,1
1334,1,58,1
1335,1,43,2
1335,1,45,1
1336,1,31,1
1336,1,43,1
1336,1,46,1
1337,1,36,7
1337,1,41,1
1337,1,42,2
1337,1,46,1
1337,1,50,1
1337,1,56,1
1338,1,31,4
1338,1,38,2
1338,1,41,2
1338,1,42,4
1338,1,45,1
1338,1,50,1
1338,1,52,1
1338,1,58,2
1339,1,32,8
1339,1,33,1
1339,1,36,2
1339,1,41,1
1339,1,56,1
1340,1,31,1
1340,1,33,2
1340,1,36,4
1340,1,41,2
1340,1,42,5
1340,1,43,4
1340,1,45,1
1340,1,47,1
1340,1,48,6
1340,1,50,1
1340,1,58,1
1341,1,31,6
1341,1,32,4
1341,1,33,3
1341,1,34,2
1341,1,35,2
1341,1,36,12
1341,1,37,3
1341,1,38,6
1341,1,39,2
1341,1,40,3
1341,1,41,8
1341,1,42,6
1341,1,43,7
1341,1,44,9
1341,1,45,5
1341,1,46,1
1341,1,48,6
1341,1,50,9
1341,1,51,8
1341,1,52,2
1341,1,55,1
1341,1,56,6
1341,1,57,3
1341,1,58,11
1342,1,36,4
1342,1,37,1
1342,1,41,2
1342,1,43,2
1342,1,44,1
1342,1,57,2
1342,1,58,2
1343,1,37,5
1343,1,41,1
1343,1,44,1
1344,1,31,1
1344,1,32,1
1344,1,38,1
1344,1,39,2
1345,1,31,4
1345,1,33,1
1345,1,34,1
1345,1,35,2
1345,1,36,1
1345,1,41,2
1345,1,55,2
1346,1,32,1
1347,1,31,6
1347,1,34,5
1347,1,36,5
1347,1,41,4
1347,1,45,1
1347,1,46,2
1347,1,47,1
1347,1,50,2
1347,1,51,2
1347,1,57,1
1347,1,58,1
1348,1,32,1
1348,1,43,2
1348,1,45,1
1348,1,48,2
1348,1,49,1
1348,1,50,3
1349,1,45,2
1350,1,31,3
1350,1,36,3
1350,1,37,3
1350,1,38,2
1350,1,41,1
1351,1,33,10
1351,1,34,3
1351,1,35,5
1351,1,36,1
1351,1,37,3
1351,1,38,1
1351,1,41,7
1351,1,42,1
1351,1,45,1
1351,1,56,1
1351,1,58,1
1352,1,36,3
1352,1,38,2
1352,1,39,2
1352,1,41,7
1352,1,42,3
1352,1,43,5
1352,1,45,5
1352,1,46,2
1352,1,47,1
1352,1,48,6
1352,1,50,3
1352,1,51,1
1352,1,56,1
1353,1,31,2
1353,1,32,1
1353,1,35,1
1353,1,36,2
1353,1,39,1
1353,1,43,1
1353,1,44,1
1353,1,45,1
1353,1,46,5
1355,1,41,1
1355,1,44,1
1355,1,48,1
1356,1,36,4
1356,1,37,11
1356,1,38,3
1356,1,39,4
1356,1,40,6
1356,1,41,3
1356,1,42,32
1356,1,43,37
1356,1,44,19
1356,1,45,14
1356,1,46,4
1356,1,48,9
1356,1,49,8
1356,1,50,15
1356,1,52,9
1356,1,55,1
1356,1,56,17
1356,1,57,6
1356,1,58,18
1358,1,32,3
1359,1,33,2
1359,1,44,1
1359,1,48,1
1360,1,39,2
1361,1,39,6
1362,1,39,4
1363,1,43,1
1364,1,41,1
1365,1,41,5
1366,1,41,1
1370,1,40,3
1371,1,40,1
1371,1,41,1
1371,1,42,1
1373,1,47,1
1373,1,51,4
1374,1,40,1
1374,1,41,1
1374,1,43,2
1375,1,40,2
1375,1,41,3
1375,1,42,5
1375,1,43,5
1375,1,44,1
1378,1,41,1
1381,1,41,3
1385,1,43,4
1385,1,47,2
1386,1,40,3
1386,1,41,1
1391,1,57,1
1392,1,46,1
1394,1,45,1
1394,1,48,1
1394,1,56,1
1394,1,58,1
1399,1,51,3
1404,1,48,1
1404,1,49,2
1409,1,49,12
1413,1,50,3
1415,1,49,8
1415,1,50,7
1415,1,51,2
1415,1,58,1
1420,1,49,2
1421,1,55,2
1421,1,56,1
1423,1,49,2
1423,1,50,1
1424,1,51,2
1424,1,54,1
1424,1,55,2
1424,1,56,2
1426,1,55,1
1428,1,51,1
1428,1,56,1
1431,1,49,1
1431,1,50,1
1433,1,49,4
1433,1,53,1
1434,1,55,1
1438,1,57,2
1439,1,49,1
1439,1,50,1
1439,1,51,4
1439,1,55,4
1439,1,56,2
1439,1,57,1
1443,1,56,1
1444,1,51,1
1444,1,56,1
1445,1,49,3
1445,1,50,6
1445,1,51,1
1445,1,55,1
1445,1,56,9
1445,1,57,1
1449,1,57,1
1452,1,55,5
1453,1,55,3
1453,1,56,5
1454,1,55,2
1455,1,56,3
1456,1,56,2
2,2,0,291
2,2,3,36
2,2,4,1
2,2,6,27
2,2,7,4
2,2,9,3
2,2,13,1
2,2,19,26
2,2,20,5
2,2,21,33
3,2,0,7
4,2,6,3
2,3,0,362
5,3,0,78
45,3,0,6
2,4,0,61
2,5,0,247
2,5,2,6
2,5,5,20
2,5,6,9
2,5,32,1
2,5,45,3
2,5,46,1
2,5,54,1
5,5,0,117
5,5,2,17
5,5,3,32
5,5,4,39
5,5,9,2
5,5,13,2
5,5,17,2
5,5,26,1
5,5,54,3
45,5,0,21
45,5,2,2
45,5,4,1
45,5,12,8
46,5,0,16
46,5,3,3
47,5,0,50
47,5,1,1
47,5,2,10
47,5,3,9
47,5,4,3
47,5,8,1
48,5,0,29
48,5,2,7
48,5,3,10
48,5,4,8
49,5,0,23
49,5,3,4
49,5,4,7
50,5,0,37
50,5,1,2
50,5,2,3
50,5,3,18
50,5,4,9
50,5,12,13
50,5,22,10
51,5,0,6
51,5,3,18
51,5,4,3
52,5,0,23
53,5,0,29
53,5,2,10
53,5,3,4
53,5,4,2
54,5,0,14
54,5,2,4
54,5,3,6
54,5,11,12
54,5,12,9
55,5,0,34
55,5,2,13
55,5,3,12
55,5,4,17
55,5,12,7
56,5,0,10
56,5,2,5
57,5,0,31
57,5,1,2
57,5,2,14
57,5,3,11
57,5,4,6
57,5,5,8
57,5,12,8
59,5,5,7
285,5,5,6
285,5,7,4
285,5,18,3
2,6,0,26
2,7,0,24
2,8,0,119
2,9,0,412
3,9,0,4
2,10,0,105
2,10,30,1
197,10,2,1
198,10,3,1
199,10,0,1
200,10,3,1
201,10,0,1
201,10,1,1
202,10,1,2
206,10,16,1
207,10,2,6
207,10,40,1
208,10,8,3
211,10,3,1
211,10,40,1
212,10,0,2
213,10,5,1
213,10,15,1
215,10,1,2
216,10,16,3
216,10,24,2
217,10,16,2
221,10,4,1
221,10,6,1
223,10,0,2
224,10,37,7
226,10,8,1
226,10,23,1
227,10,9,2
227,10,16,2
228,10,0,3
228,10,54,1
231,10,6,1
232,10,2,4
235,10,15,1
239,10,1,2
2,11,0,113
2,11,2,3
2,11,3,3
2,11,4,5
2,11,6,19
2,11,30,1
2,11,44,1
5,11,0,67
5,11,1,65
5,11,2,63
5,11,3,66
5,11,4,86
5,11,5,67
5,11,6,3
5,11,7,70
5,11,9,71
5,11,10,75
5,11,12,72
5,11,13,155
5,11,14,5
5,11,15,74
5,11,16,63
5,11,43,2
5,11,52,6
61,11,0,10
61,11,2,16
61,11,6,4
197,11,0,11
197,11,1,8
197,11,2,7
197,11,4,6
197,11,6,3
197,11,7,4
197,11,8,2
197,11,11,4
197,11,12,4
197,11,13,2
197,11,15,10
197,11,16,9
198,11,0,7
198,11,1,4
198,11,2,14
198,11,3,7
198,11,4,3
198,11,5,6
198,11,6,5
198,11,7,5
198,11,9,2
198,11,10,5
198,11,11,11
198,11,12,2
198,11,13,2
198,11,14,4
198,11,15,21
198,11,16,8
198,11,17,7
198,11,30,2
198,11,32,1
198,11,47,1
198,11,54,1
199,11,0,24
199,11,1,10
199,11,2,1
199,11,3,6
199,11,4,7
199,11,6,12
199,11,10,5
199,11,11,2
199,11,12,1
199,11,13,3
199,11,14,2
199,11,15,24
199,11,16,25
199,11,17,4
199,11,22,2
199,11,32,1
200,11,0,11
200,11,1,4
200,11,2,19
200,11,3,6
200,11,4,9
200,11,5,4
200,11,6,23
200,11,7,5
200,11,9,15
200,11,10,9
200,11,11,8
200,11,12,3
200,11,13,6
200,11,14,3
200,11,15,15
200,11,16,53
200,11,17,30
200,11,43,1
201,11,0,15
201,11,1,3
201,11,2,10
201,11,3,1
201,11,4,5
201,11,5,2
201,11,6,15
201,11,7,1
201,11,10,4
201,11,11,10
201,11,12,1
201,11,15,6
201,11,16,42
201,11,17,8
201,11,54,2
202,11,1,17
202,11,2,15
202,11,3,1
202,11,4,11
202,11,5,2
202,11,6,5
202,11,7,8
202,11,9,2
202,11,10,8
202,11,11,4
202,11,12,10
202,11,13,8
202,11,14,2
202,11,15,47
202,11,16,35
202,11,17,19
202,11,52,1
203,11,1,6
203,11,2,11
203,11,3,1
203,11,4,3
203,11,5,7
203,11,6,12
203,11,7,3
203,11,9,2
203,11,10,8
203,11,11,14
203,11,12,4
203,11,13,12
203,11,15,6
203,11,16,25
203,11,17,15
203,11,39,3
203,11,55,5
204,11,0,27
204,11,1,5
204,11,2,8
204,11,3,7
204,11,4,8
204,11,5,3
204,11,6,9
204,11,10,3
204,11,11,10
204,11,13,2
204,11,14,16
204,11,15,3
204,11,16,5
204,11,17,5
204,11,43,1
205,11,0,4
205,11,4,6
205,11,6,6
205,11,11,11
205,11,13,13
205,11,16,20
205,11,17,29
205,11,53,1
206,11,0,8
206,11,1,16
206,11,2,9
206,11,3,4
206,11,4,7
206,11,6,14
206,11,7,12
206,11,9,2
206,11,10,2
206,11,11,4
206,11,13,3
206,11,14,2
206,11,15,11
206,11,16,27
206,11,17,6
207,11,0,8
207,11,2,4
207,11,4,2
207,11,6,1
207,11,7,3
207,11,9,1
207,11,10,1
207,11,11,11
207,11,12,2
207,11,13,7
207,11,14,7
207,11,16,5
207,11,17,11
207,11,33,1
207,11,35,1
208,11,0,7
208,11,1,3
208,11,3,3
208,11,5,2
208,11,6,9
208,11,7,3
208,11,9,4
208,11,10,7
208,11,11,11
208,11,13,3
208,11,14,2
208,11,16,12
208,11,17,6
208,11,22,1
209,11,0,16
209,11,1,4
209,11,2,8
209,11,3,1
209,11,4,15
209,11,6,6
209,11,9,4
209,11,10,1
209,11,11,4
209,11,12,2
209,11,13,5
209,11,14,4
209,11,15,12
209,11,16,13
209,11,17,7
209,11,23,2
209,11,24,6
209,11,25,3
209,11,27,1
209,11,28,3
209,11,29,1
209,11,30,2
209,11,31,2
209,11,32,4
209,11,33,1
209,11,34,3
209,11,35,8
209,11,36,3
210,11,0,9
210,11,1,6
210,11,2,6
210,11,4,5
210,11,5,5
210,11,6,25
210,11,8,1
210,11,9,3
210,11,10,4
210,11,11,4
210,11,14,4
210,11,15,12
210,11,16,12
210,11,17,5
210,11,40,1
210,11,55,3
211,11,0,9
211,11,1,10
211,11,2,5
211,11,3,3
211,11,4,4
211,11,5,2
211,11,6,11
211,11,7,1
211,11,8,1
211,11,9,3
211,11,10,1
211,11,11,30
211,11,12,6
211,11,13,4
211,11,14,6
211,11,15,14
211,11,16,29
211,11,17,14
211,11,30,1
212,11,0,13
212,11,1,6
212,11,2,1
212,11,3,6
212,11,4,12
212,11,6,3
212,11,7,2
212,11,9,2
212,11,10,4
212,11,11,10
212,11,14,6
212,11,15,7
212,11,16,58
212,11,23,5
212,11,28,1
212,11,48,26
213,11,0,8
213,11,1,4
213,11,2,4
213,11,3,4
213,11,4,6
213,11,5,3
213,11,7,3
213,11,9,11
213,11,10,7
213,11,11,13
213,11,13,9
213,11,14,3
213,11,15,9
213,11,16,16
213,11,17,4
213,11,55,2
214,11,0,4
214,11,1,15
214,11,2,14
214,11,4,5
214,11,6,27
214,11,7,5
214,11,9,2
214,11,10,4
214,11,11,23
214,11,12,5
214,11,13,3
214,11,14,9
214,11,15,37
214,11,16,54
214,11,17,9
215,11,1,14
215,11,2,6
215,11,3,1
215,11,4,3
215,11,5,2
215,11,6,3
215,11,7,3
215,11,10,5
215,11,11,20
215,11,15,1
215,11,16,19
215,11,17,3
215,11,52,1
216,11,0,30
216,11,1,5
216,11,2,13
216,11,3,10
216,11,4,14
216,11,6,5
216,11,9,12
216,11,11,16
216,11,14,2
216,11,16,12
216,11,17,20
216,11,18,2
216,11,38,1
217,11,1,12
217,11,2,7
217,11,4,2
217,11,5,3
217,11,6,4
217,11,9,13
217,11,10,1
217,11,11,10
217,11,12,2
217,11,14,17
217,11,16,41
217,11,22,4
217,11,23,9
217,11,24,2
217,11,25,1
217,11,26,2
217,11,28,4
217,11,29,3
217,11,30,1
217,11,32,6
217,11,33,2
217,11,34,1
217,11,37,13
217,11,38,1
217,11,40,2
217,11,42,2
217,11,44,1
217,11,45,3
217,11,46,3
217,11,48,1
217,11,51,1
217,11,54,2
217,11,55,1
218,11,0,10
218,11,2,8
218,11,4,4
218,11,5,7
218,11,6,7
218,11,11,5
218,11,16,29
218,11,17,11
218,11,24,1
219,11,0,16
219,11,3,1
219,11,4,4
219,11,6,3
219,11,7,2
219,11,10,9
219,11,15,10
219,11,16,8
220,11,0,15
220,11,4,1
220,11,5,1
220,11,10,1
221,11,0,7
221,11,1,16
221,11,2,4
221,11,3,8
221,11,5,4
221,11,6,38
221,11,7,3
221,11,9,10
221,11,10,3
221,11,11,17
221,11,12,2
221,11,13,10
221,11,14,2
221,11,16,64
221,11,17,17
221,11,40,1
222,11,0,8
222,11,1,4
222,11,4,4
222,11,5,4
222,11,6,28
222,11,7,11
222,11,10,3
222,11,11,25
222,11,15,18
222,11,16,48
222,11,17,18
222,11,32,1
223,11,0,6
223,11,1,5
223,11,2,3
223,11,3,1
223,11,4,8
223,11,6,38
223,11,7,2
223,11,9,1
223,11,10,9
223,11,11,28
223,11,12,2
223,11,13,4
223,11,14,4
223,11,15,10
223,11,16,24
223,11,17,26
224,11,4,15
224,11,6,2
224,11,11,3
224,11,16,5
224,11,17,17
225,11,0,11
225,11,1,5
225,11,2,5
225,11,3,11
225,11,4,16
225,11,5,2
225,11,6,21
225,11,7,3
225,11,9,5
225,11,10,7
225,11,12,7
225,11,13,5
225,11,14,5
225,11,15,2
225,11,16,5
225,11,17,9
226,11,0,20
226,11,1,3
226,11,2,9
226,11,3,5
226,11,4,9
226,11,5,4
226,11,6,13
226,11,9,2
226,11,11,17
226,11,13,2
226,11,14,2
226,11,15,11
226,11,16,33
226,11,17,9
226,11,23,3
227,11,0,17
227,11,1,9
227,11,2,5
227,11,4,11
227,11,5,2
227,11,6,7
227,11,7,3
227,11,9,7
227,11,10,3
227,11,11,19
227,11,12,3
227,11,14,8
227,11,16,9
227,11,17,25
227,11,18,1
228,11,0,14
228,11,1,9
228,11,2,5
228,11,3,2
228,11,4,6
228,11,6,6
228,11,7,2
228,11,9,3
228,11,10,2
228,11,11,36
228,11,13,2
228,11,14,4
228,11,16,2
228,11,17,26
228,11,41,1
229,11,0,7
229,11,1,3
229,11,2,7
229,11,4,5
229,11,6,9
229,11,7,10
229,11,8,10
229,11,9,2
229,11,10,9
229,11,11,31
229,11,15,11
229,11,16,37
229,11,17,28
229,11,19,3
229,11,21,5
230,11,0,21
230,11,1,22
230,11,2,4
230,11,3,4
230,11,4,19
230,11,5,1
230,11,6,10
230,11,9,2
230,11,10,6
230,11,11,3
230,11,13,2
230,11,14,3
230,11,15,10
230,11,16,11
230,11,17,17
230,11,34,7
231,11,1,5
231,11,4,6
231,11,6,13
231,11,9,3
231,11,10,5
231,11,11,12
231,11,12,2
231,11,13,5
231,11,14,2
231,11,16,25
232,11,1,11
232,11,2,5
232,11,3,4
232,11,4,13
232,11,5,17
232,11,6,3
232,11,7,10
232,11,11,19
232,11,12,4
232,11,13,2
232,11,14,5
232,11,15,6
232,11,16,8
232,11,17,18
233,11,0,8
233,11,1,4
233,11,2,4
233,11,3,2
233,11,4,12
233,11,6,6
233,11,7,9
233,11,8,2
233,11,9,3
233,11,10,5
233,11,11,19
233,11,12,5
233,11,13,4
233,11,15,4
233,11,16,14
233,11,17,10
233,11,33,1
233,11,48,1
234,11,2,24
234,11,4,9
234,11,6,2
234,11,7,34
234,11,9,10
234,11,11,12
234,11,12,2
234,11,13,2
234,11,14,15
234,11,15,21
234,11,16,13
234,11,17,10
235,11,0,12
235,11,4,10
235,11,6,12
235,11,7,3
235,11,9,7
235,11,11,11
235,11,13,2
235,11,14,4
235,11,15,41
235,11,16,10
235,11,17,12
235,11,33,3
236,11,0,4
236,11,1,9
236,11,2,2
236,11,4,12
236,11,6,6
236,11,9,4
236,11,10,6
236,11,11,7
236,11,12,5
236,11,13,3
236,11,14,2
236,11,15,8
236,11,16,12
236,11,17,7
237,11,0,6
237,11,1,4
237,11,2,3
237,11,3,3
237,11,4,8
237,11,6,6
237,11,7,2
237,11,9,1
237,11,10,5
237,11,11,6
237,11,12,1
237,11,13,5
237,11,15,2
237,11,16,6
237,11,17,26
237,11,23,1
237,11,26,1
237,11,35,4
238,11,1,17
238,11,2,2
238,11,4,11
238,11,5,12
238,11,6,8
238,11,7,2
238,11,9,3
238,11,11,30
238,11,12,2
238,11,13,37
238,11,14,3
238,11,15,31
238,11,16,28
238,11,17,5
238,11,22,7
238,11,23,1
238,11,24,4
238,11,25,3
238,11,27,3
238,11,28,7
238,11,29,2
238,11,30,3
238,11,32,4
238,11,35,2
238,11,45,1
239,11,0,5
239,11,1,6
239,11,2,6
239,11,3,2
239,11,4,4
239,11,5,2
239,11,6,7
239,11,7,10
239,11,9,1
239,11,10,13
239,11,11,7
239,11,12,6
239,11,13,13
239,11,14,2
239,11,15,18
239,11,16,10
239,11,17,20
239,11,29,1
285,11,2,1
285,11,3,14
285,11,4,100
285,11,6,262
285,11,7,2
285,11,13,4
285,11,14,2
285,11,15,80
285,11,16,443
2,12,0,105
2,12,10,4
2,12,30,1
2,12,48,1
65,12,0,2
71,12,33,1
197,12,2,1
197,12,24,1
198,12,3,1
199,12,0,2
199,12,6,1
200,12,0,2
200,12,3,1
201,12,0,1
201,12,1,1
202,12,1,1
203,12,13,3
203,12,16,5
203,12,40,3
205,12,7,2
206,12,16,1
207,12,30,1
207,12,31,1
207,12,53,1
207,12,54,1
211,12,44,1
211,12,45,1
211,12,46,1
211,12,53,1
212,12,0,3
212,12,1,1
212,12,15,1
213,12,15,1
214,12,11,1
215,12,1,1
216,12,2,2
217,12,9,2
217,12,16,3
218,12,36,1
223,12,0,1
224,12,4,1
224,12,54,2
225,12,3,3
226,12,16,5
226,12,23,1
226,12,41,1
228,12,0,1
228,12,54,1
229,12,7,2
230,12,1,2
232,12,30,1
233,12,4,2
233,12,34,2
234,12,11,3
234,12,35,1
236,12,14,2
236,12,45,1
238,12,13,1
238,12,22,1
238,12,30,1
239,12,8,1
1359,12,45,1
2,13,0,104
2,13,30,1
65,13,0,7
70,13,33,1
70,13,45,1
197,13,2,1
198,13,1,1
198,13,3,1
198,13,37,4
199,13,0,1
199,13,3,1
200,13,0,1
200,13,3,1
200,13,35,1
200,13,43,1
201,13,0,1
201,13,1,1
201,13,31,1
203,13,13,2
203,13,39,1
206,13,0,1
206,13,16,1
207,13,25,1
207,13,30,1
207,13,40,1
207,13,42,1
207,13,45,1
209,13,40,1
210,13,40,1
211,13,16,1
211,13,42,1
211,13,45,1
212,13,0,2
212,13,43,1
213,13,15,1
215,13,1,1
216,13,0,13
216,13,4,2
216,13,16,1
216,13,29,1
216,13,42,3
217,13,16,2
218,13,36,1
221,13,43,1
222,13,0,1
222,13,42,1
225,13,3,1
225,13,53,1
226,13,41,1
226,13,44,1
227,13,16,2
227,13,35,1
227,13,40,1
228,13,0,1
228,13,35,1
228,13,41,1
228,13,45,1
228,13,46,1
228,13,48,1
228,13,53,1
229,13,17,5
233,13,27,3
233,13,33,1
233,13,46,1
234,13,35,1
234,13,52,1
235,13,15,1
236,13,37,3
236,13,38,1
237,13,0,1
237,13,42,1
2,14,0,104
2,14,3,3
2,14,25,1
2,14,30,1
68,14,37,2
68,14,54,1
197,14,2,1
197,14,13,1
199,14,0,1
199,14,16,1
200,14,0,1
200,14,3,1
200,14,36,1
201,14,0,1
201,14,1,1
202,14,1,1
203,14,13,3
203,14,33,1
206,14,0,1
206,14,16,1
207,14,33,1
210,14,55,1
212,14,0,4
212,14,1,1
212,14,38,1
214,14,0,2
214,14,2,1
215,14,1,4
216,14,16,3
217,14,16,2
221,14,10,2
221,14,16,2
222,14,0,1
223,14,0,1
224,14,37,1
227,14,16,2
228,14,0,1
228,14,11,3
228,14,54,1
229,14,19,4
233,14,10,1
234,14,35,3
235,14,15,1
238,14,15,1
2,15,0,12
2,15,30,1
1359,15,45,1
2,16,0,101
2,16,30,1
65,16,3,1
65,16,35,1
65,16,41,1
72,16,1,2
72,16,4,5
72,16,13,1
73,16,0,2
73,16,1,1
73,16,4,1
73,16,16,1
74,16,0,1
74,16,2,2
75,16,0,2
75,16,1,2
75,16,2,2
75,16,4,2
75,16,14,3
75,16,16,1
75,16,27,1
77,16,2,1
78,16,0,2
78,16,1,1
78,16,2,3
78,16,3,2
78,16,4,1
78,16,6,1
78,16,9,1
78,16,11,1
78,16,13,1
78,16,14,1
79,16,0,3
80,16,0,3
80,16,1,2
80,16,13,1
80,16,16,2
81,16,0,1
81,16,13,1
82,16,0,5
82,16,11,2
83,16,0,5
83,16,4,1
84,16,1,1
84,16,11,3
86,16,2,1
86,16,15,2
86,16,26,1
87,16,2,1
88,16,15,1
89,16,11,1
90,16,0,4
90,16,1,1
90,16,2,1
90,16,16,2
90,16,41,1
91,16,9,1
92,16,4,1
92,16,7,1
93,16,0,2
93,16,1,2
93,16,2,1
93,16,5,1
93,16,25,1
94,16,0,1
95,16,0,2
95,16,6,1
96,16,6,1
96,16,15,4
96,16,35,4
97,16,0,7
97,16,6,3
97,16,13,1
97,16,44,3
98,16,1,1
99,16,0,6
99,16,5,1
100,16,0,3
100,16,1,3
100,16,2,2
100,16,5,1
100,16,15,1
102,16,0,1
102,16,1,1
102,16,2,3
102,16,5,1
102,16,11,7
102,16,15,1
103,16,1,1
103,16,2,1
105,16,11,3
106,16,11,2
107,16,0,1
107,16,17,1
108,16,1,1
108,16,11,1
109,16,8,3
109,16,10,1
109,16,13,2
110,16,1,1
111,16,2,2
111,16,28,1
112,16,1,3
112,16,2,1
112,16,4,1
112,16,5,1
112,16,11,1
112,16,51,1
113,16,0,1
2,17,0,106
2,17,2,3
2,17,3,3
2,17,4,3
2,17,5,1
2,17,11,9
2,17,16,100
2,17,30,1
2,17,44,2
5,17,0,75
5,17,1,70
5,17,2,58
5,17,3,61
5,17,4,66
5,17,5,61
5,17,6,4
5,17,7,65
5,17,9,73
5,17,10,72
5,17,12,68
5,17,13,141
5,17,14,5
5,17,15,70
5,17,16,55
5,17,43,4
61,17,6,6
65,17,1,12
65,17,3,1
65,17,4,3
65,17,7,1
65,17,35,1
65,17,41,1
72,17,1,21
72,17,2,4
72,17,3,9
72,17,4,17
72,17,5,1
72,17,6,3
72,17,7,7
72,17,9,7
72,17,11,9
72,17,12,1
72,17,13,5
72,17,14,4
72,17,15,8
72,17,16,65
72,17,17,30
73,17,0,24
73,17,1,6
73,17,2,16
73,17,3,4
73,17,4,19
73,17,5,11
73,17,6,9
73,17,7,18
73,17,8,6
73,17,9,8
73,17,10,7
73,17,11,6
73,17,12,8
73,17,13,10
73,17,14,11
73,17,15,31
73,17,16,21
73,17,43,1
74,17,0,26
74,17,1,8
74,17,2,7
74,17,3,3
74,17,4,11
74,17,5,5
74,17,6,21
74,17,7,12
74,17,9,12
74,17,10,5
74,17,11,12
74,17,12,7
74,17,13,7
74,17,14,6
74,17,15,8
74,17,16,16
74,17,17,3
74,17,19,1
75,17,0,19
75,17,1,32
75,17,2,8
75,17,3,6
75,17,4,27
75,17,5,5
75,17,6,8
75,17,7,19
75,17,9,14
75,17,10,11
75,17,11,19
75,17,12,6
75,17,13,12
75,17,14,3
75,17,15,14
75,17,16,9
75,17,24,1
75,17,54,1
76,17,0,3
76,17,1,9
76,17,2,5
76,17,3,1
76,17,4,13
76,17,5,5
76,17,6,2
76,17,7,7
76,17,8,2
76,17,9,4
76,17,10,8
76,17,11,2
76,17,13,19
76,17,14,4
76,17,15,13
76,17,16,5
76,17,17,11
77,17,0,9
77,17,1,21
77,17,2,10
77,17,3,6
77,17,4,13
77,17,5,4
77,17,7,20
77,17,8,1
77,17,9,11
77,17,10,5
77,17,11,11
77,17,12,8
77,17,13,10
77,17,15,35
77,17,16,7
77,17,17,16
77,17,42,1
78,17,0,10
78,17,1,19
78,17,2,18
78,17,3,12
78,17,4,16
78,17,5,12
78,17,6,4
78,17,7,16
78,17,9,25
78,17,10,5
78,17,11,18
78,17,12,2
78,17,13,9
78,17,14,3
78,17,15,27
78,17,16,18
78,17,17,13
79,17,0,17
79,17,1,10
79,17,2,11
79,17,3,8
79,17,4,7
79,17,5,1
79,17,7,30
79,17,8,1
79,17,9,6
79,17,11,9
79,17,12,1
79,17,13,7
79,17,14,3
79,17,15,9
79,17,16,3
79,17,17,3
79,17,44,1
80,17,0,14
80,17,1,20
80,17,2,7
80,17,3,7
80,17,4,12
80,17,5,4
80,17,6,2
80,17,7,19
80,17,8,7
80,17,9,21
80,17,10,14
80,17,11,10
80,17,12,18
80,17,13,11
80,17,14,5
80,17,15,16
80,17,16,11
80,17,17,16
80,17,31,1
